Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
725_composite_PHILEMON.tif	Tile 5	Other	Image	Rectangle	5751.2	250.05	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 5	Geometry	5755.5	228.85	133429.3	15803.9
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	5738.1	280.77	919.62	835.13
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 5	Geometry	5759.5	250.3	56364.7	9316.2
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	5760.3	253.72	11038.9	7479.1
725_composite_PHILEMON.tif	Tile 6	Other	Image	Rectangle	6251.3	250.05	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 6	Geometry	6147.7	347.13	42184.7	5774.4
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	6112.7	293.68	552.55	529.68
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 6	Geometry	6173.4	355.71	22317.1	3635.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	6134.7	375.24	4738.8	3161.3
725_composite_PHILEMON.tif	Tile 7	Other	Image	Rectangle	6751.4	250.05	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 7	Geometry	6792.3	183.92	65567.5	9792
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	6759.3	267.43	549.43	607.37
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 7	Geometry	6701.2	194.36	55758.4	10752.5
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	6777.6	162.79	6650.1	4431.7
725_composite_PHILEMON.tif	Tile 8	Other	Image	Geometry	7251.5	250.09	250072.9	1999.1
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 8	Geometry	7271.2	236.94	119762.5	12195.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	7295.7	141.34	827.95	783.38
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 8	Geometry	7254	259.72	60154.6	8084.7
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	7274.8	243.84	13123.6	7826.9
725_composite_PHILEMON.tif	Tile 9	Other	Image	Geometry	7750.4	254.26	245882.2	1983.7
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 9	Geometry	7756.1	276.73	83829.1	8881.4
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	7737.3	318.18	2428.8	2147
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 9	Geometry	7792.4	275.54	82205.4	4700.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	7790.3	276.34	31641.4	13998.6
725_composite_PHILEMON.tif	Tile 10	Other	Image	Geometry	8250.5	261.33	238807.3	1955.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 10	Geometry	8293.6	244.25	100827	9439.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	8286.7	205.36	2031.7	2175.2
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 10	Geometry	8217.9	243.91	100788.2	5405.3
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	8233.7	242.52	29895	14774.5
725_composite_PHILEMON.tif	Tile 11	Other	Image	Geometry	8750.6	268.41	231732.3	1927.1
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 11	Geometry	8657.1	308.58	61383.4	6598.5
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	8678.6	321.46	2752.9	2946.6
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 11	Geometry	8787.2	252.99	159884.6	7192.5
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	8737.4	281.18	54091	24119.2
725_composite_PHILEMON.tif	Tile 12	Other	Image	Geometry	9250.7	275.48	224657.4	1898.9
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 12	Geometry	9332	321	58753.6	5837.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	9336.7	272.6	2713.3	2659
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 12	Geometry	9213.4	254.17	135849.9	6903.1
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	9282.7	259.31	41024.3	19721.1
725_composite_PHILEMON.tif	Tile 13	Other	Image	Geometry	9750.7	282.55	217582.5	1870.6
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 13	Geometry	9724.1	336.32	80279.3	7266.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	9690.9	302.84	3434.3	3382.5
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 13	Geometry	9758	245.04	108074.8	7325.8
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	9743.7	248.78	41716.9	16432.3
725_composite_PHILEMON.tif	Tile 14	Other	Image	Geometry	10250.8	289.62	210507.5	1842.3
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 14	Geometry	10279.7	290.07	101906.7	6955
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	10237.9	401.14	2301	2227.3
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 14	Geometry	10213.5	291.21	90873.2	5764.7
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	10244.1	308.36	30740.4	14058.3
725_composite_PHILEMON.tif	Tile 15	Other	Image	Geometry	10752	295.34	204802.1	1826.1
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 15	Geometry	10767.5	281.3	95772.5	8846.1
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	10743.6	305.35	5406.8	5471.6
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 15	Geometry	10729.4	313.17	98707.3	6711
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	10731.3	310.7	59339.6	18187.7
725_composite_PHILEMON.tif	Tile 16	Other	Image	Geometry	11253.7	290.98	209158.8	1836.8
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 16	Geometry	11244.7	287.74	126064.9	13448.1
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	11229.7	314.04	2721.1	3056
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 16	Geometry	11260.1	305.6	63083.3	8022.5
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	11238.5	297.86	31455.8	12442
725_composite_PHILEMON.tif	Tile 17	Other	Image	Geometry	11753.7	284.59	215543.9	1862.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 17	Geometry	11751.4	286.09	105649.6	11887.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	11813	267.09	5438.5	4849.4
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 17	Geometry	11748.3	244.59	77502.9	8217.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	11769.3	267.76	45065.5	13924.4
725_composite_PHILEMON.tif	Tile 18	Other	Image	Geometry	12253.8	278.21	221927.9	1887.9
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 18	Geometry	12280.8	308.53	85858.2	8982.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	12242.7	298.82	5192.3	4679.7
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 18	Geometry	12230.7	247.4	109413	9575.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	12226	273.09	40087.7	14726.3
725_composite_PHILEMON.tif	Tile 19	Other	Image	Geometry	12753.9	271.83	228311.9	1913.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 19	Geometry	12768.8	258.75	123760.8	12527.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	12755.1	275.46	5693.7	4886.8
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 19	Geometry	12742.6	288.62	84519.6	9635.6
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	12762.8	269.71	46014.8	15550
725_composite_PHILEMON.tif	Tile 20	Other	Image	Geometry	13253.9	265.44	234697	1939
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 20	Geometry	13238.6	291.24	138568.7	12994.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	13243.8	259.37	5366.5	4370.7
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 20	Geometry	13274.6	285.5	42595.4	6594.5
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	13270	284.92	29658.8	8716.8
725_composite_PHILEMON.tif	Tile 21	Other	Image	Geometry	13754	259.06	241082.1	1964.5
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 21	Geometry	13788.1	282.25	115838.7	11122.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	13830.5	296.64	3213.2	2684.6
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 21	Geometry	13782	286.6	37382.7	5780.3
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	13767.3	286.93	22530.2	7487.6
725_composite_PHILEMON.tif	Tile 22	Other	Image	Geometry	14254.1	252.71	247435	1988.6
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 22	Geometry	14248.7	268.27	134688.2	12657.4
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	14250.3	310.85	2976.3	2543.3
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 22	Geometry	14249.2	265.93	67608	7554.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	14270.4	261.23	25476.7	11481.5
725_composite_PHILEMON.tif	Tile 23	Other	Image	Geometry	14744.9	251.17	241076.8	1964.2
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 23	Geometry	14765	194.52	95773.8	8687.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	14695.8	252.91	4012.4	3105.7
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 23	Geometry	14713.2	298.76	112832.4	9575.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	14730.9	260.9	29920.4	12914.8
725_composite_PHILEMON.tif	Tile 24	Other	Image	Geometry	2844.4	893.75	74415.8	1271.2
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 24	Geometry	2810.8	899.13	29134.4	4167.4
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	2817.2	875.59	79.49	95.34
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 24	Geometry	2883.8	896.29	27557.6	4262.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	2872.4	869	575.93	513.79
725_composite_PHILEMON.tif	Tile 25	Other	Image	Geometry	3274.2	785.89	208545.6	1852.5
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 25	Geometry	3251.1	838.11	69125.8	8513.5
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	3275.7	821.77	29.61	35.31
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 25	Geometry	3249.9	792.78	75975.8	13242.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	3184.6	833.44	1672.1	1497.2
725_composite_PHILEMON.tif	Tile 26	Other	Image	Geometry	3750.8	750.19	250074.1	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 26	Geometry	3812.9	800.39	84247	12263
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	3746.7	781.53	183.14	211.87
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 26	Geometry	3737.4	733.08	90304	16451.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	3744	764.92	2536.7	2068.4
725_composite_PHILEMON.tif	Tile 27	Other	Image	Rectangle	4250.9	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 27	Geometry	4240.6	737.57	140540.6	18051.5
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	4303.5	828.42	870.52	923.41
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 27	Geometry	4275.4	777.34	54298.7	8774.1
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	4300.5	817.57	11764.9	7434.1
725_composite_PHILEMON.tif	Tile 28	Other	Image	Rectangle	4751	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 28	Geometry	4705.2	773.97	80638.1	10772.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	4784.7	665.23	1058.3	1037.3
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 28	Geometry	4675.1	755.1	28466	5979.2
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	4674.8	768.05	6748.7	4647.1
725_composite_PHILEMON.tif	Tile 29	Other	Image	Rectangle	5251.1	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 29	Geometry	5267	734.38	114021.9	14921.1
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	5180.9	735.95	3554.9	3035.9
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 29	Geometry	5189.6	738.73	65129.3	8938.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	5196.9	728.85	15678.7	10606
725_composite_PHILEMON.tif	Tile 30	Other	Image	Rectangle	5751.2	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 30	Geometry	5768.2	747.07	119496.3	16099.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	5811.6	735.84	3018	2588.4
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 30	Geometry	5777.6	704.58	58105.5	8451.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	5767.6	710.86	15219.6	9946.5
725_composite_PHILEMON.tif	Tile 31	Other	Image	Rectangle	6251.3	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 31	Geometry	6218.8	759.62	102720.4	13788.5
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	6207.9	785.33	1397.3	1455.7
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 31	Geometry	6232.1	752.47	55351.5	7578
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	6214.9	758.77	12965.4	8692.9
725_composite_PHILEMON.tif	Tile 32	Other	Image	Rectangle	6751.4	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 32	Geometry	6735.2	754.98	90931.7	12950.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	6697.3	710.15	636.72	600.3
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 32	Geometry	6825.8	772.08	69232.3	11821.6
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	6736.7	758.59	6045.7	4622.3
725_composite_PHILEMON.tif	Tile 33	Other	Image	Rectangle	7251.5	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 33	Geometry	7212.5	724.73	64086.7	8189.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	7287.5	740.44	559.56	547.34
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 33	Geometry	7262.2	798.44	128249.8	11140.1
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	7277	778.99	17913.4	10598
725_composite_PHILEMON.tif	Tile 34	Other	Image	Rectangle	7751.6	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 34	Geometry	7727.3	761.34	43801.2	6034.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	7784.2	671.68	1613.6	1424
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 34	Geometry	7746.6	739.45	116674.4	4071.5
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	7748.5	736.04	29930.4	15871.9
725_composite_PHILEMON.tif	Tile 35	Other	Image	Rectangle	8251.8	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 35	Geometry	8297.1	742.98	75139.9	7089.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	8346.1	779.72	3487.5	3321.1
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 35	Geometry	8255.3	775.77	142394	5145.8
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	8271.1	766.26	47925.3	21008
725_composite_PHILEMON.tif	Tile 36	Other	Image	Rectangle	8751.9	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 36	Geometry	8768.2	768.66	96023.3	9583.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	8763.2	783.59	6601.8	6326.1
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 36	Geometry	8740.8	736.56	145778.3	8022.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	8754.9	764.49	68711.3	25695.7
725_composite_PHILEMON.tif	Tile 37	Other	Image	Rectangle	9252	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 37	Geometry	9235.7	714.45	114228.8	8688.5
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	9237.5	733.31	1737.9	1839.8
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 37	Geometry	9314.1	818.36	89868.7	4673.5
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	9293.6	799.08	37121.3	17399.1
725_composite_PHILEMON.tif	Tile 38	Other	Image	Rectangle	9752.1	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 38	Geometry	9729.4	687.96	66567.4	5880.3
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	9700.8	700.39	1697.4	1961.6
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 38	Geometry	9702.7	659.87	51672.1	3813.7
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	9674.7	661.05	19827.1	9532.5
725_composite_PHILEMON.tif	Tile 39	Other	Image	Rectangle	10252.2	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 39	Geometry	10274.7	703.68	103693	9107
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	10302	649.67	4342.5	3731.6
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 39	Geometry	10292	734.43	75448.5	7101.2
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	10301.3	695.75	33347.4	13090.2
725_composite_PHILEMON.tif	Tile 40	Other	Image	Rectangle	10752.3	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 40	Geometry	10769.8	723.29	133608.9	12076.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	10708.9	771.48	6087	5794.7
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 40	Geometry	10729.9	790.19	100155.6	8219.8
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	10741.4	781.78	60762.5	17417.6
725_composite_PHILEMON.tif	Tile 41	Other	Image	Rectangle	11252.4	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 41	Geometry	11252.6	737.47	129049.2	12521.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	11256.7	764.74	5594.1	5363
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 41	Geometry	11249.6	771.23	99901.9	8528.7
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	11267.7	767.11	52039.8	15949.5
725_composite_PHILEMON.tif	Tile 42	Other	Image	Rectangle	11752.5	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 42	Geometry	11719.1	725.79	104176.7	9970.3
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	11745.2	758.37	6301.7	5336.5
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 42	Geometry	11713.9	766.8	58439.7	6316.4
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	11729	754.75	40233.6	10950.3
725_composite_PHILEMON.tif	Tile 43	Other	Image	Rectangle	12252.6	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 43	Geometry	12277.7	703.75	91186.4	9869.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	12259.5	746.44	11690.8	5890.9
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 43	Geometry	12290.8	661.66	46058.7	5528.1
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	12280.3	664.77	28618	8365.4
725_composite_PHILEMON.tif	Tile 44	Other	Image	Rectangle	12752.7	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 44	Geometry	12749.9	775.83	130545.2	12195
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	12713	771.99	8660.4	6365
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 44	Geometry	12759.9	705.65	88435.1	9463.6
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	12727.5	759.08	39984.2	13640.1
725_composite_PHILEMON.tif	Tile 45	Other	Image	Rectangle	13252.8	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 45	Geometry	13254.8	745.77	132595.2	12505.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	13260.4	646.7	7900.9	6019.8
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 45	Geometry	13226.1	707.25	76062.4	7502.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	13249.6	716.07	36855.2	12669.9
725_composite_PHILEMON.tif	Tile 46	Other	Image	Rectangle	13752.9	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 46	Geometry	13734.2	756.9	133586	13634.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	13714.1	724.09	5156.5	4294.8
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 46	Geometry	13756.3	783.74	60425	7786.3
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	13756.4	782.78	39268.8	12159.7
725_composite_PHILEMON.tif	Tile 47	Other	Image	Rectangle	14253	750.16	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 47	Geometry	14252.6	752.28	108866.2	12281.5
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	14250.6	775.87	5548.5	4193.3
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 47	Geometry	14271.2	684.78	71323.8	7746.6
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	14251	712.99	26883.2	10485
725_composite_PHILEMON.tif	Tile 48	Other	Image	Rectangle	14745.2	750.16	242159.3	1968.6
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 48	Geometry	14735.7	733.87	91738.7	12671.7
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	14719.7	782.84	7233.8	5001.1
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 48	Geometry	14757	755.27	77247.6	9718.7
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	14743.6	774.91	40926	15304.2
725_composite_PHILEMON.tif	Tile 49	Other	Image	Geometry	883.66	1333.2	87554.5	1545.2
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 49	Geometry	888.88	1349.3	43050.3	5006.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Polygon	876.62	1481.3	10.91	14.12
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 49	Geometry	859.4	1326.2	20542.5	4226.2
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	767.98	1403.4	596.19	493.49
725_composite_PHILEMON.tif	Tile 50	Other	Image	Geometry	1224.8	1272.4	214193.3	1834.6
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 50	Geometry	1200.9	1299.6	61310.2	9679.6
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	1282.5	1343.4	74.04	93.58
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 50	Geometry	1230.2	1263.8	78403.7	16479.9
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	1242.9	1360.3	1359.2	1323.3
725_composite_PHILEMON.tif	Tile 51	Other	Image	Geometry	2761.2	1251.5	239383.8	1946.3
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 51	Geometry	2762.7	1251.9	135547.4	16512.8
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	2870.3	1269.3	121.58	153.61
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 51	Geometry	2743.9	1253.5	49808.9	10124
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	2695.4	1355.8	1533.7	1356
725_composite_PHILEMON.tif	Tile 52	Other	Image	Rectangle	3250.7	1250.3	250106.2	2000.4
725_composite_PHILEMON.tif	Tumor	Tumor	Tile 52	Geometry	3260.8	1248.6	148961.3	17615.4
725_composite_PHILEMON.tif	ASMA	ASMA	Tumor	Geometry	3246.4	1178.4	238.48	305.45
725_composite_PHILEMON.tif	Stroma	Stroma	Tile 52	Geometry	3220.9	1288.8	37073.8	7463.2
725_composite_PHILEMON.tif	ASMA	ASMA	Stroma	Geometry	3256.7	1342.4	3249.1	2308.5
