Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 16	Geometry	13285.3	696.08	68266.4	9665.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	13232.3	707.63	163.2	216.31
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 16	Geometry	13247.5	772.85	192326.2	6820.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	13321.1	799.87	19103.3	11358.3
SCC3_composite_DS1.25v2.tif	Tile 17	Other	Image	Rectangle	13758	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 17	Geometry	13763.7	724.81	172434.9	7074.1
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	13856.7	739.53	270.38	377.43
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 17	Geometry	13746.6	805.96	77690.7	6308.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	13749.7	794.28	22770.5	10488.6
SCC3_composite_DS1.25v2.tif	Tile 18	Other	Image	Rectangle	14258	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 18	Geometry	14249.7	762.37	206449.4	5292.9
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	14276.9	804.01	81.6	136.85
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 18	Geometry	14298.9	691.86	43632.4	4599.8
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	14282.1	657.07	13016	5683.5
SCC3_composite_DS1.25v2.tif	Tile 19	Other	Image	Rectangle	14757.9	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 19	Geometry	14755	750.29	216778.7	6019
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	14702.5	857.25	209.48	187.61
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 19	Geometry	14717.6	736.28	27764	5573.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	14617.2	715	2652.7	1525.2
SCC3_composite_DS1.25v2.tif	Tile 20	Other	Image	Rectangle	15257.8	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 20	Geometry	15244.1	761.86	194412.5	7129.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	15383.9	839.77	163.2	229.55
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 20	Geometry	15305.5	707.46	55730.2	6056.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	15300.4	695.92	11896.8	6579.7
SCC3_composite_DS1.25v2.tif	Tile 21	Other	Image	Rectangle	15757.8	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 21	Geometry	15759.4	754.29	204136.5	5628.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	15589.6	848.58	163.2	150.09
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 21	Geometry	15747.2	729.54	46520.2	4769.8
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	15827.6	762.4	11569.1	5438.5
SCC3_composite_DS1.25v2.tif	Tile 22	Other	Image	Rectangle	16257.7	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 22	Geometry	16239.8	747.48	215784.8	5913.1
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	16344.1	829.96	98.65	139.05
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 22	Geometry	16367.7	764.14	34633.1	5182.5
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	16277.3	756.42	3581.9	2450
SCC3_composite_DS1.25v2.tif	Tile 23	Other	Image	Rectangle	16757.6	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 23	Geometry	16795.3	753.38	148459.9	8698.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	16730.4	860.73	154.68	227.34
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 23	Geometry	16701.7	745	109051.3	5804.9
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	16682.3	731.54	7018.9	4566.7
SCC3_composite_DS1.25v2.tif	Tile 24	Other	Image	Geometry	17236.4	705.08	200805.5	1838.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 24	Geometry	17222.4	671.1	134160.2	7243.5
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	17245.8	662.07	930.5	1061.7
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 24	Geometry	17267.6	772.88	70772.6	5586
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	17250.1	691.04	8202.8	4721.2
SCC3_composite_DS1.25v2.tif	Tile 25	Other	Image	Geometry	17650.1	617.68	73547.7	1149.2
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 25	Geometry	17654.3	597.56	60657.8	1919.7
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	17589.7	688.65	115.7	163.33
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 25	Geometry	17624.9	716.07	13681.2	1155.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	17621.3	694.07	1792.7	1183
SCC3_composite_DS1.25v2.tif	Tile 26	Other	Image	Geometry	18819.8	800.66	164021.7	1682
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 26	Geometry	18747.7	781.53	21694.3	3960.8
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	18710.6	828.2	550.02	706.16
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 26	Geometry	18831.2	802.63	144198.4	4631.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	18806.6	814.81	33884	18616
SCC3_composite_DS1.25v2.tif	Tile 27	Other	Image	Geometry	19249.8	778.27	220767.8	1875.1
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 27	Geometry	19228.8	839.55	67832.5	6204.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	19295.1	729.63	300.83	414.95
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 27	Geometry	19259.3	751.44	155518	5899.1
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	19193.1	743.45	23067.2	13764.3
SCC3_composite_DS1.25v2.tif	Tile 28	Other	Image	Geometry	20373.5	772.48	130090.7	1525.3
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 28	Geometry	20373.9	711.15	20026.4	4469.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	20392.4	798.43	599.22	781.35
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 28	Geometry	20373.3	784.1	113275.8	4564.9
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	20372.5	810.58	24542.1	14352
SCC3_composite_DS1.25v2.tif	Tile 29	Other	Image	Rectangle	20757.1	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 29	Geometry	20706.5	787.67	21925.2	4255.5
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	20705.4	692.7	304.48	348.74
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 29	Geometry	20760.8	747.53	236005	4078.9
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	20793.2	727.68	61654.2	29362.4
SCC3_composite_DS1.25v2.tif	Tile 30	Other	Image	Rectangle	21257	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 30	Geometry	21293.8	718.47	184458.4	4282
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	21242.4	900.63	119.36	139.05
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 30	Geometry	21158.3	832.7	67460.1	5606.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	21127.5	852.54	12471.6	6681.2
SCC3_composite_DS1.25v2.tif	Tile 31	Other	Image	Rectangle	21756.9	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 31	Geometry	21684.7	687.31	127551.7	4908.8
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	21759.8	833.02	249.68	366.4
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 31	Geometry	21830.3	815	125180.4	5047.9
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	21856.6	803.01	37903.3	16904.9
SCC3_composite_DS1.25v2.tif	Tile 32	Other	Image	Rectangle	22256.9	749.9	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 32	Geometry	22255.6	853.16	19182.4	4255.5
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	22230.8	899.1	164.42	238.38
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 32	Geometry	22256.7	744.53	240525.9	3441
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	22225.4	717.27	34610	20595.4
SCC3_composite_DS1.25v2.tif	Tile 33	Other	Image	Geometry	22638.3	807.52	112308.3	1459.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 33	Geometry	22620	860.17	10527.4	2729.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	22643.6	791.15	226.54	309.01
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 33	Geometry	22640.2	804.58	106455.1	2362.5
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	22654.7	820.61	20594.3	11913.1
SCC3_composite_DS1.25v2.tif	Tile 34	Other	Image	Rectangle	12266.5	1249.8	241655	1966.6
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 34	Geometry	12285.4	1212.5	146758.5	7321.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Rectangle	12419.4	1019.2	6.09	13.24
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 34	Geometry	12236.2	1307.4	103044.4	5056.7
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	12315.4	1213.2	1119.3	1059.5
SCC3_composite_DS1.25v2.tif	Tile 35	Other	Image	Rectangle	12758.2	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 35	Geometry	12721.2	1278.6	60221.9	10307.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	12811.3	1191.5	124.23	167.75
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 35	Geometry	12770.8	1237	201971	7433.8
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	12821.8	1226.9	8758.2	5807.1
SCC3_composite_DS1.25v2.tif	Tile 36	Other	Image	Rectangle	13258.1	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 36	Geometry	13302.6	1195.2	68986.2	7641.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	13217.7	1200.7	166.86	220.72
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 36	Geometry	13240.1	1272.1	191277.6	5370.1
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	13282	1270.8	20681.7	12691.4
SCC3_composite_DS1.25v2.tif	Tile 37	Other	Image	Rectangle	13758	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 37	Geometry	13820	1195.8	83253	5809.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	13688.4	1285.6	230.19	286.94
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 37	Geometry	13727.1	1276.7	170565.4	4454.1
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	13678.3	1234.7	29269.4	14916.3
SCC3_composite_DS1.25v2.tif	Tile 38	Other	Image	Rectangle	14258	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 38	Geometry	14248.4	1255.2	168457.2	5140.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	14200.1	1195.4	149.81	178.78
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 38	Geometry	14275.1	1238.7	83639.1	4048
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	14203.6	1295.7	15453.1	7926.1
SCC3_composite_DS1.25v2.tif	Tile 39	Other	Image	Rectangle	14757.9	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 39	Geometry	14772.8	1264.3	194792.5	6138.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	14774.4	1259.7	24.36	33.11
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 39	Geometry	14679	1194.7	48817.2	5067.7
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	14643	1183.9	4328.5	2695
SCC3_composite_DS1.25v2.tif	Tile 40	Other	Image	Rectangle	15257.8	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 40	Geometry	15251.3	1257.6	225691.5	4485
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	15264.3	1129.3	456.72	302.39
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 40	Geometry	15314.8	1178.1	25233.1	3595.5
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	15289.6	1191	3737.8	2631
SCC3_composite_DS1.25v2.tif	Tile 41	Other	Image	Rectangle	15757.8	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 41	Geometry	15776.6	1258.5	192797.6	6630.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	15726.6	1312.2	228.97	320.04
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 41	Geometry	15694.3	1220.1	56974.9	5303.9
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	15765.4	1249.8	8372.1	4615.3
SCC3_composite_DS1.25v2.tif	Tile 42	Other	Image	Rectangle	16257.7	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 42	Geometry	16205.6	1216.5	133513.5	9084.8
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	16184.2	1245.1	193.65	284.73
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 42	Geometry	16308.7	1267.7	102014.1	8387.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	16155.6	1232.3	13677.4	6524.5
SCC3_composite_DS1.25v2.tif	Tile 43	Other	Image	Geometry	16637	1169.9	81824.1	2113.3
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 43	Geometry	16617.1	1116.9	21963.3	3906.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	16830.6	1029.2	48.72	55.18
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 43	Geometry	16654.6	1175.5	55977.2	4396.4
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	16705.9	1121.2	1618	1230.1
SCC3_composite_DS1.25v2.tif	Tile 44	Other	Image	Geometry	18758.7	1251.1	248486.5	1976.6
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 44	Geometry	18888.7	1250.7	92062.3	3792
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	18658.3	1319.5	356.85	456.89
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 44	Geometry	18682.3	1252.6	159678.4	3144.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	18684.5	1257.7	47123.1	21257
SCC3_composite_DS1.25v2.tif	Tile 45	Other	Image	Rectangle	19257.3	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 45	Geometry	19209.6	1239.9	167357.4	4672.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	19263.8	1275	265.51	289.14
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 45	Geometry	19353.2	1269.6	85131.1	3116.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	19337.7	1278	22006.8	9698.4
SCC3_composite_DS1.25v2.tif	Tile 46	Other	Image	Geometry	19689	1281.4	168986.4	2166.3
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 46	Geometry	19630.5	1292.6	71835.8	6010
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	19802.5	1416.8	254.47	311.23
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 46	Geometry	19732	1271.6	101127	5885
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	19757.3	1350.8	12799.5	7852.1
SCC3_composite_DS1.25v2.tif	Tile 47	Other	Image	Geometry	20281.8	1269.5	220670.8	1876.4
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 47	Geometry	20297.2	1247.8	39683.9	7120.6
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	20318.6	1158.5	757.55	995.45
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 47	Geometry	20278.2	1272.1	183899.6	7677.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	20311.5	1266.9	39586.4	20598.9
SCC3_composite_DS1.25v2.tif	Tile 48	Other	Image	Rectangle	20757.1	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 48	Geometry	20770.3	1239.3	25160.1	4412.2
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	20689.8	1218.2	526.15	708.51
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 48	Geometry	20756.3	1252.1	228641.3	4763.1
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Stroma	Geometry	20757.1	1262.3	72348.9	37158.2
SCC3_composite_DS1.25v2.tif	Tile 49	Other	Image	Rectangle	21257	1249.8	249930.8	1999.7
SCC3_composite_DS1.25v2.tif	Tumor	Tumor	Tile 49	Geometry	21253.9	1259.5	174235.1	4275.3
SCC3_composite_DS1.25v2.tif	ASMA	ASMA	Tumor	Geometry	21175.1	1194.4	110.83	134.64
SCC3_composite_DS1.25v2.tif	Stroma	Stroma	Tile 49	Geometry	21263.1	1224.2	78423.9	4304
