Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	3752.9	201.75	5742.1	4282.8
571_composite_redo.tif	Tile 5	Other	Image	Geometry	4250.5	251.25	248852.3	1995.4
571_composite_redo.tif	Tumor	Tumor	Tile 5	Geometry	4225.9	236.37	137518.8	11709
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	4225.6	209.58	12132.3	8292.9
571_composite_redo.tif	Stroma	Stroma	Tile 5	Geometry	4292.4	271.85	94954.4	10881
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	4307.8	282.33	12112.7	7188.7
571_composite_redo.tif	Tile 6	Other	Image	Geometry	4750.6	251.56	248539.1	1994.2
571_composite_redo.tif	Tumor	Tumor	Tile 6	Geometry	4749.8	253.72	116336	13055.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	4719.6	229.47	12480.6	8918.5
571_composite_redo.tif	Stroma	Stroma	Tile 6	Geometry	4752.5	253.63	109131.1	10106.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	4781.8	234.37	7765	6582.4
571_composite_redo.tif	Tile 7	Other	Image	Geometry	5250.6	251.87	248225.9	1992.9
571_composite_redo.tif	Tumor	Tumor	Tile 7	Geometry	5250.7	289.22	101718.7	10547.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	5200.3	332.32	6357.6	5353.9
571_composite_redo.tif	Stroma	Stroma	Tile 7	Geometry	5264.4	186.84	103271.6	8982.8
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	5239.2	176.55	13191.8	8730.1
571_composite_redo.tif	Tile 8	Other	Image	Geometry	5750.7	252.18	247912.7	1991.7
571_composite_redo.tif	Tumor	Tumor	Tile 8	Geometry	5736.8	251.2	67124.6	6107.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	5734	267.09	8943.7	6036
571_composite_redo.tif	Stroma	Stroma	Tile 8	Geometry	5739.9	258.96	162729.3	6482.8
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	5702.8	269.96	22817.6	13385.2
571_composite_redo.tif	Tile 9	Other	Image	Geometry	6250.8	252.5	247598.3	1990.4
571_composite_redo.tif	Tumor	Tumor	Tile 9	Geometry	6251	254.56	90716.8	8124.5
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	6279.2	251.15	15991.7	9766.6
571_composite_redo.tif	Stroma	Stroma	Tile 9	Geometry	6256.6	251.63	141618.1	8494.8
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	6261.2	231.24	22036.2	14696.8
571_composite_redo.tif	Tile 10	Other	Image	Geometry	6750.8	252.81	247283.9	1989.1
571_composite_redo.tif	Tumor	Tumor	Tile 10	Geometry	6745.1	248.17	88527	7409.7
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	6698.7	256.39	16232.7	8793.1
571_composite_redo.tif	Stroma	Stroma	Tile 10	Geometry	6742.6	225.43	122962.6	9225.8
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	6734.5	237.68	15695.7	11410.8
571_composite_redo.tif	Tile 11	Other	Image	Geometry	7250.9	253.13	246970.8	1987.9
571_composite_redo.tif	Tumor	Tumor	Tile 11	Geometry	7234.6	219.86	94511.5	8902.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	7241.5	223.35	12226	7703.7
571_composite_redo.tif	Stroma	Stroma	Tile 11	Geometry	7277.1	257.69	120378.6	8420.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	7271.3	304.91	12988.2	8875.4
571_composite_redo.tif	Tile 12	Other	Image	Geometry	7751	253.44	246657.6	1986.6
571_composite_redo.tif	Tumor	Tumor	Tile 12	Geometry	7752.5	230.59	96696.4	9299.4
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	7734.8	254.55	10123.5	7528
571_composite_redo.tif	Stroma	Stroma	Tile 12	Geometry	7764.3	270.41	112264.4	12683.5
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	7719.4	270.69	5143.8	4745.2
571_composite_redo.tif	Tile 13	Other	Image	Geometry	8251	253.75	246344.4	1985.4
571_composite_redo.tif	Tumor	Tumor	Tile 13	Geometry	8256.5	239.82	107940.4	9685.8
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	8279.2	290.43	12618.8	8800.9
571_composite_redo.tif	Stroma	Stroma	Tile 13	Geometry	8258.1	264.34	108403.9	10273.1
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	8263.9	315.64	8528.9	7272.7
571_composite_redo.tif	Tile 14	Other	Image	Geometry	8751.1	254.07	246031.2	1984.1
571_composite_redo.tif	Tumor	Tumor	Tile 14	Geometry	8736.8	239.1	99759.8	9395.3
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	8750	288.3	18042	10537.2
571_composite_redo.tif	Stroma	Stroma	Tile 14	Geometry	8764.6	266.38	133692.5	9691.5
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	8770.6	252.11	12719.3	10669.5
571_composite_redo.tif	Tile 15	Other	Image	Geometry	9251.1	254.38	245718	1982.9
571_composite_redo.tif	Tumor	Tumor	Tile 15	Geometry	9276.1	212.28	93036.7	10141.7
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	9269.3	239.94	27724.5	13065.5
571_composite_redo.tif	Stroma	Stroma	Tile 15	Geometry	9242.2	259.51	130064.2	8397.1
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	9242.6	247.61	12816.5	10074.3
571_composite_redo.tif	Tile 16	Other	Image	Geometry	9751.2	254.69	245404.8	1981.6
571_composite_redo.tif	Tumor	Tumor	Tile 16	Geometry	9741.6	232.04	108722	12352.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	9717.5	231.94	22251.7	12548
571_composite_redo.tif	Stroma	Stroma	Tile 16	Geometry	9806.3	265.05	83841.6	8359.2
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	9808.8	248.89	11832.4	8513.4
571_composite_redo.tif	Tile 17	Other	Image	Geometry	10251.3	255	245090.4	1980.4
571_composite_redo.tif	Tumor	Tumor	Tile 17	Geometry	10263.1	260.25	141783.7	13579.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	10248.3	249.26	22609.2	14626.8
571_composite_redo.tif	Stroma	Stroma	Tile 17	Geometry	10265.5	271.99	72962.6	10852
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	10259.1	269	9407.1	7450.8
571_composite_redo.tif	Tile 18	Other	Image	Geometry	10751.3	255.32	244776	1979.1
571_composite_redo.tif	Tumor	Tumor	Tile 18	Geometry	10767.5	235.32	100496.1	8285.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	10814.4	219.88	8459.4	6551.9
571_composite_redo.tif	Stroma	Stroma	Tile 18	Geometry	10737.9	275.33	134649.8	7181.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	10750.3	284.44	16427	10005.7
571_composite_redo.tif	Tile 19	Other	Image	Geometry	11251.4	255.64	244462.8	1977.9
571_composite_redo.tif	Tumor	Tumor	Tile 19	Geometry	11246.3	244.83	137972.4	19614.8
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	11278	248.29	20370.9	14200.9
571_composite_redo.tif	Stroma	Stroma	Tile 19	Geometry	11189.7	288.14	49807.5	8335.7
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	11238.8	246.33	10018.8	6834.2
571_composite_redo.tif	Tile 20	Other	Image	Geometry	11751.5	255.95	244149.6	1976.6
571_composite_redo.tif	Tumor	Tumor	Tile 20	Geometry	11747.7	284.77	121042.6	14651.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	11760.7	249.2	15226.2	9971.2
571_composite_redo.tif	Stroma	Stroma	Tile 20	Geometry	11721.2	232.88	77575.5	8665.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	11723.4	234.89	17553.9	9322.2
571_composite_redo.tif	Tile 21	Other	Image	Geometry	12251.5	256.26	243836.4	1975.3
571_composite_redo.tif	Tumor	Tumor	Tile 21	Geometry	12275	242	128229.1	15335.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	12230.8	289.84	12230.6	9008.1
571_composite_redo.tif	Stroma	Stroma	Tile 21	Geometry	12286	251.95	59713.6	11163.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	12254.5	262.11	10603.7	6725.2
571_composite_redo.tif	Tile 22	Other	Image	Geometry	12751.6	256.57	243523.3	1974.1
571_composite_redo.tif	Tumor	Tumor	Tile 22	Geometry	12706.6	271.79	95801.3	10857.3
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	12720.6	308.82	10563.5	7056.9
571_composite_redo.tif	Stroma	Stroma	Tile 22	Geometry	12749.8	324.58	46441.5	7818.8
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	12763.7	355.03	9126.6	5521.6
571_composite_redo.tif	Tile 23	Other	Image	Geometry	13251.7	256.89	243210.1	1972.8
571_composite_redo.tif	Tumor	Tumor	Tile 23	Geometry	13180.7	202.75	77730.7	8672.4
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	13183.2	171.38	7880.4	5234.6
571_composite_redo.tif	Stroma	Stroma	Tile 23	Geometry	13313.5	275.19	106418.8	9252.9
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	13339.8	309.89	36044.1	13257.1
571_composite_redo.tif	Tile 24	Other	Image	Geometry	13751.7	257.2	242896.9	1971.6
571_composite_redo.tif	Tumor	Tumor	Tile 24	Geometry	13780.7	256.01	118007.1	12998.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	13832.2	316.32	10704.6	7040.6
571_composite_redo.tif	Stroma	Stroma	Tile 24	Geometry	13689.1	269.29	66312.1	9955.3
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	13686.5	314.05	16995.2	7259.8
571_composite_redo.tif	Tile 25	Other	Image	Geometry	14251.8	257.51	242582.5	1970.3
571_composite_redo.tif	Tumor	Tumor	Tile 25	Geometry	14244	260.36	115576.9	13735.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	14237.5	241.08	19742.2	12252.9
571_composite_redo.tif	Stroma	Stroma	Tile 25	Geometry	14239.2	271.59	66294.3	10477
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	14202.2	236.81	15638.4	9276
571_composite_redo.tif	Tile 26	Other	Image	Geometry	14751.9	257.83	242268.1	1969.1
571_composite_redo.tif	Tumor	Tumor	Tile 26	Geometry	14785.4	316.76	97574.7	10922.4
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	14797.7	266.08	14055.5	9390.7
571_composite_redo.tif	Stroma	Stroma	Tile 26	Geometry	14809.8	255.84	62221	7520
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	14838.8	221.1	11100	7496.9
571_composite_redo.tif	Tile 27	Other	Image	Geometry	15251.9	258.14	241954.9	1967.8
571_composite_redo.tif	Tumor	Tumor	Tile 27	Geometry	15256.8	262.3	142754.3	13356.6
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	15268.6	240.95	9842.1	7269.8
571_composite_redo.tif	Stroma	Stroma	Tile 27	Geometry	15261	247.76	57917.7	9675.2
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	15290.1	242.58	7684.7	5358.6
571_composite_redo.tif	Tile 28	Other	Image	Geometry	15752	258.46	241641.7	1966.6
571_composite_redo.tif	Tumor	Tumor	Tile 28	Geometry	15740.5	256.94	131168.2	13134.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	15725.4	252.54	8952.9	6899.2
571_composite_redo.tif	Stroma	Stroma	Tile 28	Geometry	15787.2	264.66	74811.1	9087.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	15745.3	242.61	10729.9	7018.8
571_composite_redo.tif	Tile 29	Other	Image	Geometry	16252.1	258.77	241328.5	1965.3
571_composite_redo.tif	Tumor	Tumor	Tile 29	Geometry	16244.9	267.37	106711.5	11890.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	16241.8	293.72	8576.6	6304.7
571_composite_redo.tif	Stroma	Stroma	Tile 29	Geometry	16261.5	268.29	40238.3	7436.1
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	16241.3	315.08	8354.4	5423.1
571_composite_redo.tif	Tile 30	Other	Image	Geometry	16752.1	259.08	241015.3	1964.1
571_composite_redo.tif	Tumor	Tumor	Tile 30	Geometry	16762.3	261.74	157555.6	13967.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	16794.3	244.74	9119.6	6663.6
571_composite_redo.tif	Stroma	Stroma	Tile 30	Geometry	16726.7	235.24	50933.6	9840.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	16668	185.55	4316	3217.9
571_composite_redo.tif	Tile 31	Other	Image	Geometry	17183.8	329.72	139092.3	1699.4
571_composite_redo.tif	Tumor	Tumor	Tile 31	Geometry	17178.1	324.21	92064.1	9094.5
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	17169.5	327.18	3032.3	2548.6
571_composite_redo.tif	Stroma	Stroma	Tile 31	Geometry	17176.7	318.12	25850.3	6054.5
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	17199	351.39	159.47	232.61
571_composite_redo.tif	Tile 32	Other	Image	Rectangle	2250.3	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 32	Geometry	2253	784.59	131895	16641
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	2239	794.26	22524	15656.6
571_composite_redo.tif	Stroma	Stroma	Tile 32	Geometry	2323.6	713.6	56197.1	12331.7
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	2263.6	791.68	3706.9	3445.9
571_composite_redo.tif	Tile 33	Other	Image	Rectangle	2750.4	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 33	Geometry	2766.4	750.94	132172.2	17235.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	2765.5	789.45	23601.1	16620.9
571_composite_redo.tif	Stroma	Stroma	Tile 33	Geometry	2720.1	731.18	67375.4	11871.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	2741.9	759.79	4867.7	4023.8
571_composite_redo.tif	Tile 34	Other	Image	Rectangle	3250.4	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 34	Geometry	3241.5	741.12	144999.5	18118.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	3183.1	749.62	28401.6	18141.7
571_composite_redo.tif	Stroma	Stroma	Tile 34	Geometry	3288.9	728.03	52220.2	10708.2
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	3233.6	732.86	5031.9	3880.9
571_composite_redo.tif	Tile 35	Other	Image	Rectangle	3750.5	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 35	Geometry	3757.2	766.87	149255.5	13992.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	3736.2	710.96	12401	8642.6
571_composite_redo.tif	Stroma	Stroma	Tile 35	Geometry	3740.8	721.85	86598.1	9678.9
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	3734.8	727.41	9554.5	7208.1
571_composite_redo.tif	Tile 36	Other	Image	Rectangle	4250.6	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 36	Geometry	4243.2	760.91	134600	15205.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	4214.7	771.65	14932.8	9438.2
571_composite_redo.tif	Stroma	Stroma	Tile 36	Geometry	4297.2	720.03	71398.5	11182
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	4271.9	764.59	5885.6	4735.7
571_composite_redo.tif	Tile 37	Other	Image	Rectangle	4750.6	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 37	Geometry	4787.2	771.47	96103.8	12415.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	4768.9	786.56	13889.1	10002.9
571_composite_redo.tif	Stroma	Stroma	Tile 37	Geometry	4699.9	731.43	105789.6	11481.1
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	4705.4	729.41	16481.5	10561.7
571_composite_redo.tif	Tile 38	Other	Image	Rectangle	5250.7	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 38	Geometry	5243.6	730.44	123485.8	14384.4
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	5283.7	769.46	22912.1	13104.5
571_composite_redo.tif	Stroma	Stroma	Tile 38	Geometry	5247.5	780.05	84109	8921.5
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	5275.8	792.93	11698.5	7270.1
571_composite_redo.tif	Tile 39	Other	Image	Rectangle	5750.7	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 39	Geometry	5700.7	730.66	98144.1	10242.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	5718.5	732.29	12384.8	8858.4
571_composite_redo.tif	Stroma	Stroma	Tile 39	Geometry	5795.4	763.09	123054	9210.9
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	5812.6	760.04	17751.8	13128.6
571_composite_redo.tif	Tile 40	Other	Image	Rectangle	6250.8	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 40	Geometry	6275.6	749.13	91460.3	8756.5
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	6298.4	736.43	14368.1	9998.7
571_composite_redo.tif	Stroma	Stroma	Tile 40	Geometry	6248.3	763.49	132395.6	8820.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	6304.5	740.1	14878.3	11844.6
571_composite_redo.tif	Tile 41	Other	Image	Rectangle	6750.9	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 41	Geometry	6740.9	744.6	79256.2	7432
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	6715.5	750.55	16560.1	9315.9
571_composite_redo.tif	Stroma	Stroma	Tile 41	Geometry	6759.8	774.72	134994.1	10947.1
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	6729.2	765.5	33787.4	20042.1
571_composite_redo.tif	Tile 42	Other	Image	Rectangle	7250.9	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 42	Geometry	7192.7	774.76	63743.6	6000.8
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	7216.4	769.89	12235.9	7103.6
571_composite_redo.tif	Stroma	Stroma	Tile 42	Geometry	7261.4	756.71	148648.3	12242.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	7269	730.9	34635.2	19914.2
571_composite_redo.tif	Tile 43	Other	Image	Rectangle	7751	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 43	Geometry	7793.3	692.36	78697.1	7581.6
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	7792.2	716.79	12787.7	8100.9
571_composite_redo.tif	Stroma	Stroma	Tile 43	Geometry	7769.6	742.79	100659.6	14508.7
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	7731.7	804.06	16930.7	11875.6
571_composite_redo.tif	Tile 44	Other	Image	Rectangle	8251.1	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 44	Geometry	8250.9	759.44	104165.1	8987.6
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	8280.6	766.38	16774.3	11311.1
571_composite_redo.tif	Stroma	Stroma	Tile 44	Geometry	8253.5	741.9	127107.2	12170.5
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	8288.1	706.3	12763.8	9421.3
571_composite_redo.tif	Tile 45	Other	Image	Rectangle	8751.1	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 45	Geometry	8808.9	735.77	97895.2	9300.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	8792.3	769.63	18393.7	10194.1
571_composite_redo.tif	Stroma	Stroma	Tile 45	Geometry	8707.7	757.74	129264.4	8939
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	8678.5	719.77	19621.9	12526.1
571_composite_redo.tif	Tile 46	Other	Image	Rectangle	9251.2	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 46	Geometry	9249.9	738.23	116124.1	8847.8
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	9257.8	738.35	28537.6	13145.3
571_composite_redo.tif	Stroma	Stroma	Tile 46	Geometry	9329.6	760.93	66910.6	7544.7
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	9322.3	792.07	10954.2	7904.2
571_composite_redo.tif	Tile 47	Other	Image	Rectangle	9751.3	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 47	Geometry	9780.6	746.96	120745.9	10910.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	9753.2	733.1	25310.7	13990.8
571_composite_redo.tif	Stroma	Stroma	Tile 47	Geometry	9746.7	759.89	90796.5	8865.2
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	9710.5	811.79	18239.2	11185.8
571_composite_redo.tif	Tile 48	Other	Image	Rectangle	10251.3	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 48	Geometry	10268.3	769.18	107796	11589.9
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	10270.1	760.95	15529.2	9865
571_composite_redo.tif	Stroma	Stroma	Tile 48	Geometry	10321.7	774.01	65088.1	7210.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	10338.2	742.29	12134.3	8862.8
571_composite_redo.tif	Tile 49	Other	Image	Rectangle	10751.4	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 49	Geometry	10743.7	763.3	139324.6	14394.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	10774.8	788.74	17056	10911.9
571_composite_redo.tif	Stroma	Stroma	Tile 49	Geometry	10727.8	705.93	74028.1	9713.9
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	10743.5	745.91	14471.3	8806.8
571_composite_redo.tif	Tile 50	Other	Image	Rectangle	11251.5	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 50	Geometry	11245.4	742.59	148486.1	14242.6
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	11279.6	746.35	17051.4	11372.4
571_composite_redo.tif	Stroma	Stroma	Tile 50	Geometry	11247.6	789.4	71131.7	9412.9
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	11244.7	728.31	8007	6512.9
571_composite_redo.tif	Tile 51	Other	Image	Rectangle	11751.5	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 51	Geometry	11755.4	752.32	162436.4	17474.1
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	11712.1	745.12	25840.1	14445.1
571_composite_redo.tif	Stroma	Stroma	Tile 51	Geometry	11757.6	759.08	49559.5	9997.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	11708.9	720.63	9898	5820.8
571_composite_redo.tif	Tile 52	Other	Image	Rectangle	12251.6	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 52	Geometry	12231.2	725.08	112170.7	13042.5
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	12243.4	729.35	7178.5	6028.7
571_composite_redo.tif	Stroma	Stroma	Tile 52	Geometry	12274.4	761.43	101304.5	9993.5
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	12280.3	772.03	12862.5	7035.5
571_composite_redo.tif	Tile 53	Other	Image	Rectangle	12751.7	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 53	Geometry	12768.5	725.06	114014	10747
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	12760.3	698.32	14881.9	10040
571_composite_redo.tif	Stroma	Stroma	Tile 53	Geometry	12747.6	731.83	93313	8876.9
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	12765	774.8	16789.2	8588.3
571_composite_redo.tif	Tile 54	Other	Image	Rectangle	13251.7	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 54	Geometry	13265.1	762.32	111541.9	11955
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	13249.2	772.82	9464.3	7119.8
571_composite_redo.tif	Stroma	Stroma	Tile 54	Geometry	13235	741.23	102974.3	9663.4
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	13258.9	827.82	18287.7	8888.4
571_composite_redo.tif	Tile 55	Other	Image	Rectangle	13751.8	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 55	Geometry	13743.1	725.77	122535.4	13621.2
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	13743.9	682.01	13054.5	9587.1
571_composite_redo.tif	Stroma	Stroma	Tile 55	Geometry	13745.5	810.82	92550.2	11195.6
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	13795.4	756.25	12643.8	7725
571_composite_redo.tif	Tile 56	Other	Image	Rectangle	14251.9	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 56	Geometry	14266.3	751.14	127049.7	13912.5
571_composite_redo.tif	ASMA	ASMA	Tumor	Geometry	14260.6	731.21	18326.7	12156.7
571_composite_redo.tif	Stroma	Stroma	Tile 56	Geometry	14220.6	766	71211.8	10508.2
571_composite_redo.tif	ASMA	ASMA	Stroma	Geometry	14207	712.86	15435.6	10272.6
571_composite_redo.tif	Tile 57	Other	Image	Rectangle	14751.9	750.1	250065	2000.3
571_composite_redo.tif	Tumor	Tumor	Tile 57	Geometry	14743	755.06	139538.6	14683.5
